Id;Crea_Maj;Date
27024;1;2020-01-31
27066;1;2020-05-14
27074;1;2019-11-21
27243;1;2020-01-29
27472;1;2019-10-16
27526;1;2020-12-15
27624;1;2019-05-09
27659;1;2019-02-28
27716;1;2018-05-04
27739;1;2019-08-02
27918;1;2019-03-12
27949;1;2018-05-14
27978;1;2018-05-17
28016;1;2018-04-17
28169;1;2020-03-30
28176;1;2019-12-09
28179;1;2019-08-08
28411;1;2018-10-12
28685;1;2018-04-24
28956;1;2020-05-19
28972;1;2020-09-17
29117;1;2018-05-02
29125;1;2019-07-01
29271;1;2020-11-18
29294;1;2018-04-05
29309;1;2019-10-29
29365;1;2019-07-15
29528;1;2018-01-23
34923;1;2019-12-16
34924;1;2020-04-22
35451;1;2020-05-29
35591;1;2018-10-10
35630;1;2020-11-16
35722;1;2019-01-11
35739;1;2021-02-08
35869;1;2018-05-16
35971;1;2019-11-20
38557;1;2020-01-02
39667;1;2021-01-11
39668;1;2020-12-09
39693;1;2020-10-22
39926;1;2018-05-30
40105;1;2021-01-05
41142;1;2020-02-04
41154;1;2018-07-03
41177;1;2018-04-26
41234;1;2018-10-23
41281;1;2020-01-30
41296;1;2019-03-13
41432;1;2018-06-22
41498;1;2018-10-11
41508;1;2020-11-26
41513;1;2019-11-25
41524;1;2019-04-24
41529;1;2019-10-17
41530;1;2018-06-21
41531;1;2020-08-21
41562;1;2020-11-24
41564;1;2019-07-18
41593;1;2020-12-10
41598;1;2019-04-30
41688;1;2021-01-08
41692;1;2018-03-07
41701;1;2019-10-25
41719;1;2018-01-12
41734;1;2018-01-10
41753;1;2018-03-06
41756;1;2019-10-04
41760;1;2019-02-21
41822;1;2019-04-10
41916;1;2019-12-10
41935;1;2019-12-12
41950;1;2018-01-19
41973;1;2019-09-27
41976;1;2020-10-13
41978;1;2019-11-06
41988;1;2020-06-25
42048;1;2018-06-06
42082;1;2018-06-15
42091;1;2019-03-08
42170;1;2018-06-19
42417;1;2020-09-04
42476;1;2019-12-11
42648;1;2018-05-22
42753;1;2021-01-18
42755;1;2019-05-07
0;2;2007-06-15
5;2;2012-09-19
6;2;2020-09-01
36;2;2020-06-17
61;2;1999-09-14
73;2;1999-04-04
131;2;2001-08-28
170;2;2011-05-23
189;2;1999-08-31
243;2;2019-04-04
255;2;2019-07-18
269;2;2019-07-19
319;2;2018-10-10
416;2;2008-06-02
417;2;2005-07-15
422;2;2009-11-04
423;2;2008-11-20
424;2;2011-05-03
435;2;2019-11-25
436;2;2019-06-12
448;2;2008-06-18
477;2;2009-06-30
499;2;2008-06-04
525;2;2008-06-17
534;2;2007-11-15
556;2;2019-10-11
603;2;2016-11-02
605;2;2008-06-03
611;2;2003-01-20
613;2;2017-06-06
617;2;2019-02-26
631;2;2019-12-27
663;2;2018-04-10
703;2;2020-09-09
747;2;2018-12-28
752;2;2018-04-12
770;2;2018-05-25
774;2;2018-04-19
789;2;2018-04-26
888;2;2017-10-30
890;2;2019-03-08
891;2;2020-10-07
899;2;2020-10-09
920;2;2020-10-14
959;2;2016-11-30
1089;2;2018-03-07
1125;2;2018-04-03
1185;2;2016-12-02
1199;2;2019-05-16
1269;2;2018-03-29
1340;2;2020-06-04
1384;2;2020-06-22
1466;2;2014-10-15
1630;2;2019-09-03
1644;2;2020-03-12
1760;2;2019-10-09
2018;2;2012-09-25
2114;2;2013-07-25
2128;2;2017-03-16
2469;2;2014-05-21
2470;2;2011-04-01
2481;2;2018-06-25
2498;2;2016-06-06
2554;2;2015-03-18
2593;2;2016-05-26
2595;2;2019-03-18
2628;2;2015-03-19
2637;2;2018-05-03
2687;2;2019-08-06
2759;2;2019-03-13
2883;2;2019-09-02
3480;2;2016-11-09
3522;2;2017-11-09
3654;2;2018-04-11
3804;2;2017-08-25
4126;2;2005-02-09
4127;2;2018-06-04
4128;2;2009-05-07
4130;2;2009-02-09
4134;2;2018-06-05
4151;2;2019-11-29
4154;2;2005-07-05
4193;2;2005-11-03
4197;2;2018-05-30
4245;2;2019-09-23
4246;2;2005-03-31
4260;2;2018-06-06
4504;2;2008-12-10
4539;2;2011-12-22
4567;2;2017-06-26
5007;2;2018-01-18
5022;2;2016-09-15
5203;2;2019-04-24
5251;2;2018-05-04
5252;2;2019-04-29
5300;2;2018-06-08
5430;2;2017-09-21
5462;2;2019-05-14
5512;2;2016-10-24
5520;2;2019-04-11
5778;2;2002-03-08
5904;2;2018-06-21
6006;2;2017-08-28
6013;2;2019-12-10
6184;2;2016-04-08
6294;2;2016-04-14
6365;2;2018-01-30
6407;2;2018-06-12
6412;2;2018-06-11
6537;2;2020-06-19
6542;2;2019-12-09
6548;2;2018-06-07
6697;2;2017-11-29
6882;2;2020-07-29
6961;2;2020-07-27
6962;2;2020-07-28
7078;2;2006-06-06
7083;2;2006-05-29
7087;2;2018-06-15
7089;2;2017-02-28
7217;2;2019-11-21
7269;2;2017-03-27
7287;2;2001-02-27
7304;2;2012-05-02
7357;2;2020-09-08
7397;2;2019-10-03
7424;2;2007-10-08
7487;2;2019-09-27
7599;2;2007-11-19
7630;2;2019-10-02
8000;2;2012-06-19
8001;2;2009-10-21
8008;2;2019-08-01
8065;2;2019-07-22
8074;2;2019-12-04
8076;2;2020-10-13
8078;2;2020-09-29
8082;2;2020-07-03
8084;2;2020-08-04
8114;2;2019-06-03
8120;2;2017-09-14
8124;2;2017-11-16
8212;2;2014-01-03
8225;2;2008-09-02
8266;2;2008-08-13
8354;2;2010-02-26
8469;2;2013-03-25
8487;2;2019-07-08
8534;2;2006-01-10
8686;2;2018-01-10
8747;2;2017-12-07
8749;2;2012-10-12
8897;2;2017-01-04
9124;2;2016-12-21
9168;2;2015-03-30
9213;2;2019-02-15
9279;2;2015-06-05
9299;2;2008-01-29
9478;2;2015-08-19
9486;2;2015-06-04
9636;2;2014-12-22
9638;2;2014-12-23
9750;2;2014-12-29
9769;2;2015-01-07
9780;2;2019-10-25
9782;2;2020-03-26
9786;2;2019-10-22
9790;2;2019-10-29
9792;2;2020-07-15
9808;2;2020-10-16
9844;2;2019-11-06
9876;2;2020-11-26
9878;2;2020-11-25
9880;2;2020-07-06
9882;2;2019-12-13
9886;2;2019-11-19
9890;2;2019-10-30
9898;2;2021-01-11
